Iteration	bike	car	car_passenger	pt	walk
36	0.021061364305403164	0.37244092380977867	0.09489656648914818	0.2105065967297348	0.30109454866593516
37	0.020954317981106325	0.3732972944041534	0.09489656648914818	0.21045307356758639	0.3003987475580057
38	0.020954317981106325	0.373886049187786	0.09489656648914818	0.2104798351486606	0.2997832311932989
39	0.021141649048625793	0.37455508871464127	0.09489656648914818	0.21015869617577007	0.2992479995718147
40	0.02127545695399684	0.3750100355929028	0.09489656648914818	0.20975727245965692	0.29906066850429525
41	0.021007841143254744	0.37503679717397703	0.09489656648914818	0.2102925040811411	0.29876629111247893
42	0.021088125886477373	0.3757593598629807	0.09489656648914818	0.21005164985147323	0.29820429790992053
43	0.020793748494661063	0.3760269756737228	0.09489656648914818	0.20983755720287955	0.2984451521395884
44	0.021141649048625793	0.3757593598629807	0.09489656648914818	0.21018545775684427	0.29801696684240103
45	0.021007841143254744	0.3757058367008323	0.09489656648914818	0.21045307356758639	0.2979366820991784
46	0.02138250327829368	0.37562555195760966	0.09489656648914818	0.21096154360799635	0.29713383466695215
47	0.021221933791848422	0.3766692536195038	0.09489656648914818	0.21120239783766426	0.2960098482618353
48	0.02135574169721947	0.3768298231059491	0.09489656648914818	0.21120239783766426	0.295715470870019
49	0.02135574169721947	0.3768565846870233	0.09489656648914818	0.21098830518907058	0.2959028019375385
50	0.02127545695399684	0.3765354457141328	0.09489656648914818	0.2116038215537774	0.2956887092889448
51	0.021088125886477373	0.37715096207883964	0.09489656648914818	0.2113629673241095	0.2955013782214253
52	0.02130221853507105	0.3776861937003238	0.09489656648914818	0.21117563625659003	0.2949393850188669
53	0.0214360264404421	0.37720448524098804	0.09489656648914818	0.21098830518907058	0.29547461664035113
54	0.021543072764738942	0.3779270479299917	0.09489656648914818	0.21147001364840634	0.29416329916771483
55	0.02159659592688736	0.3784890411325501	0.09489656648914818	0.2116038215537774	0.29341397489763693
56	0.02175716541333262	0.37752562421387853	0.09489656648914818	0.21179115262129686	0.2940294912623438
57	0.02181068857548104	0.37760590895710117	0.09489656648914818	0.2113094441619611	0.2943773918163085
58	0.021971258061926298	0.3785425642946985	0.09489656648914818	0.2108277357026253	0.2937618754516017
59	0.02175716541333262	0.3783819948082533	0.09489656648914818	0.21037278882436375	0.2945914844649022
60	0.0217036422511842	0.3782481869028822	0.09489656648914818	0.2102657425000669	0.2948858618567185
